palau	locatedIn	micronesia
palau	locatedIn	oceania
maldives	locatedIn	southern_asia
maldives	locatedIn	asia
brunei	locatedIn	south-eastern_asia
brunei	locatedIn	asia
japan	locatedIn	eastern_asia
japan	locatedIn	asia
netherlands	locatedIn	western_europe
turkey	locatedIn	western_asia
angola	locatedIn	middle_africa
angola	locatedIn	africa
armenia	locatedIn	western_asia
armenia	locatedIn	asia
antigua_and_barbuda	locatedIn	caribbean
antigua_and_barbuda	locatedIn	americas
swaziland	locatedIn	southern_africa
swaziland	locatedIn	africa
wallis_and_futuna	locatedIn	polynesia
wallis_and_futuna	locatedIn	oceania
uruguay	locatedIn	south_america
uruguay	locatedIn	americas
zambia	locatedIn	eastern_africa
zambia	locatedIn	africa
cyprus	locatedIn	eastern_europe
cyprus	locatedIn	europe
ireland	locatedIn	northern_europe
ireland	locatedIn	europe
burundi	locatedIn	eastern_africa
burundi	locatedIn	africa
central_african_republic	locatedIn	middle_africa
central_african_republic	locatedIn	africa
tonga	locatedIn	polynesia
tonga	locatedIn	oceania
ivory_coast	locatedIn	western_africa
ivory_coast	locatedIn	africa
sierra_leone	locatedIn	western_africa
mayotte	locatedIn	eastern_africa
mayotte	locatedIn	africa
poland	locatedIn	eastern_europe
kazakhstan	locatedIn	central_asia
kazakhstan	locatedIn	asia
uzbekistan	locatedIn	central_asia
uzbekistan	locatedIn	asia
turks_and_caicos_islands	locatedIn	caribbean
turks_and_caicos_islands	locatedIn	americas
new_caledonia	locatedIn	melanesia
new_caledonia	locatedIn	oceania
pakistan	locatedIn	southern_asia
argentina	locatedIn	south_america
argentina	locatedIn	americas
cuba	locatedIn	caribbean
cuba	locatedIn	americas
serbia	locatedIn	southern_europe
czechia	locatedIn	eastern_europe
czechia	locatedIn	europe
nicaragua	locatedIn	central_america
vietnam	locatedIn	south-eastern_asia
vietnam	locatedIn	asia
niue	locatedIn	polynesia
niue	locatedIn	oceania
canada	locatedIn	northern_america
canada	locatedIn	americas
slovakia	locatedIn	central_europe
mozambique	locatedIn	eastern_africa
aruba	locatedIn	caribbean
aruba	locatedIn	americas
bolivia	locatedIn	south_america
bolivia	locatedIn	americas
colombia	locatedIn	south_america
colombia	locatedIn	americas
fiji	locatedIn	melanesia
fiji	locatedIn	oceania
republic_of_the_congo	locatedIn	middle_africa
saudi_arabia	locatedIn	western_asia
el_salvador	locatedIn	central_america
el_salvador	locatedIn	americas
madagascar	locatedIn	eastern_africa
madagascar	locatedIn	africa
australia	locatedIn	australia_and_new_zealand
australia	locatedIn	oceania
namibia	locatedIn	southern_africa
namibia	locatedIn	africa
tuvalu	locatedIn	polynesia
tuvalu	locatedIn	oceania
svalbard_and_jan_mayen	locatedIn	northern_europe
svalbard_and_jan_mayen	locatedIn	europe
isle_of_man	locatedIn	northern_europe
isle_of_man	locatedIn	europe
guyana	locatedIn	south_america
vatican_city	locatedIn	southern_europe
vatican_city	locatedIn	europe
british_indian_ocean_territory	locatedIn	eastern_africa
british_indian_ocean_territory	locatedIn	africa
nigeria	locatedIn	western_africa
nigeria	locatedIn	africa
germany	locatedIn	western_europe
burkina_faso	locatedIn	western_africa
tanzania	locatedIn	eastern_africa
northern_mariana_islands	locatedIn	micronesia
northern_mariana_islands	locatedIn	oceania
belize	locatedIn	central_america
belize	locatedIn	americas
norway	locatedIn	northern_europe
cocos_keeling_islands	locatedIn	australia_and_new_zealand
cocos_keeling_islands	locatedIn	oceania
laos	locatedIn	south-eastern_asia
laos	locatedIn	asia
western_sahara	locatedIn	northern_africa
western_sahara	locatedIn	africa
suriname	locatedIn	south_america
suriname	locatedIn	americas
christmas_island	locatedIn	australia_and_new_zealand
christmas_island	locatedIn	oceania
são_tomé_and_príncipe	locatedIn	middle_africa
são_tomé_and_príncipe	locatedIn	africa
egypt	locatedIn	northern_africa
bulgaria	locatedIn	eastern_europe
guinea	locatedIn	western_africa
guinea	locatedIn	africa
spain	locatedIn	southern_europe
costa_rica	locatedIn	central_america
costa_rica	locatedIn	americas
malta	locatedIn	southern_europe
malta	locatedIn	europe
portugal	locatedIn	southern_europe
portugal	locatedIn	europe
romania	locatedIn	eastern_europe
romania	locatedIn	europe
san_marino	locatedIn	southern_europe
san_marino	locatedIn	europe
mauritania	locatedIn	western_africa
mauritania	locatedIn	africa
trinidad_and_tobago	locatedIn	caribbean
trinidad_and_tobago	locatedIn	americas
bahrain	locatedIn	western_asia
bahrain	locatedIn	asia
myanmar	locatedIn	south-eastern_asia
iraq	locatedIn	western_asia
south_georgia	locatedIn	south_america
south_georgia	locatedIn	americas
iceland	locatedIn	northern_europe
iceland	locatedIn	europe
dr_congo	locatedIn	middle_africa
dr_congo	locatedIn	africa
seychelles	locatedIn	eastern_africa
seychelles	locatedIn	africa
kyrgyzstan	locatedIn	central_asia
botswana	locatedIn	southern_africa
botswana	locatedIn	africa
faroe_islands	locatedIn	northern_europe
faroe_islands	locatedIn	europe
jamaica	locatedIn	caribbean
jamaica	locatedIn	americas
american_samoa	locatedIn	polynesia
american_samoa	locatedIn	oceania
lesotho	locatedIn	southern_africa
lesotho	locatedIn	africa
sri_lanka	locatedIn	southern_asia
belgium	locatedIn	western_europe
belgium	locatedIn	europe
qatar	locatedIn	western_asia
qatar	locatedIn	asia
solomon_islands	locatedIn	melanesia
solomon_islands	locatedIn	oceania
syria	locatedIn	western_asia
syria	locatedIn	asia
india	locatedIn	southern_asia
india	locatedIn	asia
morocco	locatedIn	northern_africa
kenya	locatedIn	eastern_africa
kenya	locatedIn	africa
south_sudan	locatedIn	middle_africa
south_sudan	locatedIn	africa
ghana	locatedIn	western_africa
tajikistan	locatedIn	central_asia
tajikistan	locatedIn	asia
marshall_islands	locatedIn	micronesia
marshall_islands	locatedIn	oceania
cameroon	locatedIn	middle_africa
cameroon	locatedIn	africa
nauru	locatedIn	micronesia
nauru	locatedIn	oceania
thailand	locatedIn	south-eastern_asia
sudan	locatedIn	northern_africa
chad	locatedIn	middle_africa
chad	locatedIn	africa
vanuatu	locatedIn	melanesia
vanuatu	locatedIn	oceania
cape_verde	locatedIn	western_africa
cape_verde	locatedIn	africa
falkland_islands	locatedIn	south_america
falkland_islands	locatedIn	americas
liberia	locatedIn	western_africa
liberia	locatedIn	africa
cambodia	locatedIn	south-eastern_asia
cambodia	locatedIn	asia
zimbabwe	locatedIn	eastern_africa
comoros	locatedIn	eastern_africa
comoros	locatedIn	africa
guam	locatedIn	micronesia
guam	locatedIn	oceania
bahamas	locatedIn	caribbean
bahamas	locatedIn	americas
lebanon	locatedIn	western_asia
lebanon	locatedIn	asia
sint_maarten	locatedIn	caribbean
sint_maarten	locatedIn	americas
ethiopia	locatedIn	eastern_africa
ethiopia	locatedIn	africa
united_states_virgin_islands	locatedIn	caribbean
united_states_virgin_islands	locatedIn	americas
guinea-bissau	locatedIn	western_africa
guinea-bissau	locatedIn	africa
libya	locatedIn	northern_africa
libya	locatedIn	africa
bhutan	locatedIn	southern_asia
bhutan	locatedIn	asia
macau	locatedIn	eastern_asia
macau	locatedIn	asia
french_polynesia	locatedIn	polynesia
french_polynesia	locatedIn	oceania
somalia	locatedIn	eastern_africa
somalia	locatedIn	africa
saint_barthélemy	locatedIn	caribbean
saint_barthélemy	locatedIn	americas
russia	locatedIn	eastern_europe
russia	locatedIn	europe
new_zealand	locatedIn	australia_and_new_zealand
new_zealand	locatedIn	oceania
panama	locatedIn	central_america
panama	locatedIn	americas
papua_new_guinea	locatedIn	melanesia
papua_new_guinea	locatedIn	oceania
north_korea	locatedIn	eastern_asia
latvia	locatedIn	northern_europe
latvia	locatedIn	europe
oman	locatedIn	western_asia
oman	locatedIn	asia
saint_pierre_and_miquelon	locatedIn	northern_america
saint_pierre_and_miquelon	locatedIn	americas
martinique	locatedIn	caribbean
martinique	locatedIn	americas
united_kingdom	locatedIn	northern_europe
united_kingdom	locatedIn	europe
israel	locatedIn	western_asia
israel	locatedIn	asia
jersey	locatedIn	northern_europe
jersey	locatedIn	europe
pitcairn_islands	locatedIn	polynesia
pitcairn_islands	locatedIn	oceania
togo	locatedIn	western_africa
togo	locatedIn	africa
kiribati	locatedIn	micronesia
kiribati	locatedIn	oceania
iran	locatedIn	southern_asia
iran	locatedIn	asia
saint_martin	locatedIn	caribbean
saint_martin	locatedIn	americas
dominican_republic	locatedIn	caribbean
dominican_republic	locatedIn	americas
denmark	locatedIn	northern_europe
bermuda	locatedIn	northern_america
bermuda	locatedIn	americas
chile	locatedIn	south_america
kosovo	locatedIn	eastern_europe
kosovo	locatedIn	europe
saint_kitts_and_nevis	locatedIn	caribbean
saint_kitts_and_nevis	locatedIn	americas
eritrea	locatedIn	eastern_africa
